session_id,startTime,endTime,gender,ProductList1,ProductList2,ProductList3,ProductList4,ProductList5,ProductList6,ProductList7,ProductList8,ProductList9,ProductList10,ProductList11,ProductList12,ProductList13,ProductList14,,,,,,,,,,,,,,,,,,,,,,
u23777,15/12/14 10:02,15/12/14 10:03,female,A00002/B00002/C00007/D19145/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10443,23/11/14 12:55,23/11/14 12:55,female,A00002/B00003/C00006/D09998/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22295,9/12/2014 11:10,9/12/2014 11:13,female,A00002/B00002/C00007/D23432/,A00002/B00002/C00007/D23438/,A00002/B00002/C00007/D23440/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19680,12/12/2014 23:31,12/12/2014 23:31,female,A00002/B00002/C00003/D23832/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12937,14/11/14 19:36,14/11/14 19:37,female,A00002/B00002/C00002/D01594/,A00002/B00002/C00002/D01595/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16463,19/11/14 17:56,19/11/14 17:59,male,A00001/B00004/C00066/D07913/,A00001/B00004/C00066/D07915/,A00001/B00004/C00066/D07916/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14192,12/12/2014 22:06,12/12/2014 22:08,male,A00001/B00004/C00066/D25456/,A00001/B00004/C00066/D25461/,A00001/B00004/C00066/D25463/,A00001/B00004/C00066/D25464/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16424,22/11/14 21:34,22/11/14 21:34,female,A00002/B00002/C00007/D00297/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18270,22/12/14 14:36,22/12/14 14:36,female,A00002/B00003/C00014/D35562/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13001,14/11/14 20:01,14/11/14 20:01,female,A00002/B00003/C00046/D01650/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19103,27/11/14 9:53,27/11/14 9:53,female,A00002/B00002/C00002/D13817/,A00002/B00002/C00002/D13818/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10006,14/11/14 12:40,14/11/14 12:40,female,A00002/B00007/C00016/D00836/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11894,22/12/14 17:11,22/12/14 17:11,female,A00002/B00003/C00006/D35695/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13051,15/11/14 20:36,15/11/14 20:36,female,A00002/B00002/C00002/D03270/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20881,22/12/14 1:14,22/12/14 1:14,female,A00002/B00001/C00123/D32800/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15130,18/11/14 10:27,18/11/14 10:28,female,A00002/B00017/C00045/D05004/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11960,25/11/14 18:56,25/11/14 18:57,female,A00003/B00012/C00051/D11895/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12015,21/12/14 20:49,21/12/14 20:51,female,A00003/B00028/C00148/D34957/,A00003/B00004/C00096/D34959/,A00002/B00002/C00009/D34960/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13996,18/12/14 11:02,18/12/14 11:02,female,A00002/B00002/C00007/D25881/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14053,18/11/14 17:34,18/11/14 17:34,female,A00002/B00017/C00045/D07326/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15220,18/11/14 15:51,18/11/14 15:54,female,A00002/B00003/C00006/D07102/,A00002/B00003/C00006/D06616/,A00002/B00003/C00014/D00332/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16604,26/11/14 11:09,26/11/14 11:10,male,A00002/B00002/C00003/D11228/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21665,13/12/14 10:20,13/12/14 10:21,female,A00002/B00002/C00002/D16323/,A00002/B00002/C00009/D25760/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15444,18/11/14 16:02,18/11/14 16:06,female,A00002/B00002/C00081/D07196/,A00002/B00002/C00081/D07206/,A00002/B00002/C00081/D07216/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12851,17/12/14 19:36,17/12/14 19:37,male,A00001/B00031/C00044/D08852/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14694,26/11/14 11:44,26/11/14 11:45,female,A00002/B00003/C00134/D12506/,A00002/B00003/C00134/D10546/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16133,19/11/14 19:37,19/11/14 19:37,male,A00001/B00009/C00032/D08047/,A00001/B00009/C00032/D08049/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14927,5/12/2014 12:09,5/12/2014 12:09,female,A00002/B00007/C00021/D18287/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21170,5/12/2014 21:35,5/12/2014 21:37,female,A00002/B00007/C00024/D18834/,A00002/B00007/C00024/D18842/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18774,12/12/2014 10:56,12/12/2014 10:56,female,A00002/B00001/C00010/D24649/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15944,8/12/2014 21:34,8/12/2014 21:34,male,A00002/B00001/C00059/D19204/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16488,19/11/14 19:29,19/11/14 19:30,female,A00002/B00004/C00018/D08038/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12846,16/12/14 20:16,16/12/14 20:16,male,A00002/B00001/C00059/D29874/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11826,8/12/2014 15:47,8/12/2014 15:48,female,A00002/B00001/C00059/D00900/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13246,17/11/14 11:11,17/11/14 11:15,female,A00002/B00016/C00063/D05319/,A00002/B00016/C00063/D05360/,A00002/B00016/C00063/D05361/,A00002/B00003/C00014/D05363/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20889,5/12/2014 23:51,5/12/2014 23:52,female,A00002/B00003/C00014/D19261/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13336,16/11/14 15:28,16/11/14 15:29,female,A00002/B00002/C00002/D00205/,A00002/B00003/C00006/D04195/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18787,13/12/14 14:44,13/12/14 14:44,female,A00002/B00006/C00015/D26009/,A00002/B00006/C00015/D25641/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21509,7/12/2014 10:09,7/12/2014 10:19,female,A00005/B00070/C00249/D20751/,A00005/B00070/C00249/D20752/,A00010/B00054/C00382/D20753/,A00002/B00002/C00004/D20755/,A00002/B00002/C00004/D20756/,A00002/B00002/C00007/D18028/,A00002/B00002/C00007/D01372/,A00002/B00002/C00007/D20763/,A00002/B00003/C00005/D20765/,A00002/B00006/C00015/D20766/,A00002/B00006/C00015/D20767/,A00002/B00002/C00007/D20769/,A00002/B00006/C00015/D20770/,,,,,,,,,,,,,,,,,,,,,,,
u12992,18/11/14 21:35,18/11/14 21:35,female,A00002/B00003/C00046/D07490/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20025,12/12/2014 9:04,12/12/2014 9:04,female,A00010/B00045/C00113/D24441/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14398,2/12/2014 11:04,2/12/2014 11:05,male,A00001/B00001/C00092/D02648/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14336,16/11/14 22:34,16/11/14 22:35,female,A00002/B00007/C00016/D04619/,A00002/B00007/C00016/D04620/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22008,7/12/2014 10:35,7/12/2014 10:35,male,A00002/B00002/C00002/D20782/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12497,14/11/14 15:18,14/11/14 15:18,male,A00007/B00042/C00142/D01195/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17994,25/11/14 9:34,25/11/14 9:35,female,A00002/B00002/C00002/D11234/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23020,12/12/2014 23:04,12/12/2014 23:04,female,A00002/B00004/C00018/D03501/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13552,18/11/14 13:52,18/11/14 13:52,female,A00002/B00002/C00007/D01320/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24482,19/12/14 10:27,19/12/14 10:28,female,A00003/B00012/C00048/D32686/,A00003/B00012/C00048/D23676/,A00003/B00012/C00048/D07630/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19612,28/11/14 14:20,28/11/14 14:25,female,A00002/B00001/C00150/D05852/,A00002/B00001/C00010/D08420/,A00002/B00001/C00059/D02141/,A00002/B00001/C00177/D15268/,A00002/B00003/C00037/D03221/,A00002/B00001/C00177/D02150/,A00002/B00001/C00177/D03692/,A00002/B00001/C00177/D15276/,A00002/B00001/C00177/D15277/,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12173,15/11/14 17:28,15/11/14 17:30,female,A00005/B00019/C00207/D03056/,A00005/B00019/C00208/D03057/,A00005/B00004/C00209/D03060/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24714,19/12/14 16:59,19/12/14 17:03,female,A00002/B00004/C00018/D31491/,A00003/B00020/C00052/D33256/,A00003/B00020/C00052/D33257/,A00003/B00020/C00052/D33258/,A00003/B00020/C00052/D33259/,A00003/B00020/C00052/D33260/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23466,13/12/14 17:41,13/12/14 17:41,female,A00002/B00002/C00007/D05327/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20647,20/12/14 1:09,20/12/14 1:10,male,A00001/B00001/C00001/D33611/,A00001/B00001/C00029/D09211/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14066,9/12/2014 22:22,9/12/2014 22:22,female,A00002/B00003/C00074/D24311/,A00002/B00003/C00074/D24312/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17207,14/12/14 0:07,14/12/14 0:09,male,A00001/B00001/C00092/D26802/,A00001/B00015/C00098/D26754/,A00001/B00001/C00092/D26745/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18836,26/11/14 15:11,26/11/14 15:11,female,A00002/B00002/C00007/D12891/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21163,6/12/2014 22:40,6/12/2014 22:40,female,A00002/B00004/C00018/D17729/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16211,18/11/14 23:43,18/11/14 23:45,male,A00001/B00009/C00028/D07570/,A00002/B00005/C00057/D06976/,A00001/B00031/C00044/D07572/,A00001/B00031/C00091/D07573/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12902,28/11/14 13:18,28/11/14 13:18,female,A00002/B00002/C00003/D15210/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22327,20/12/14 10:15,20/12/14 10:16,female,A00002/B00001/C00059/D33787/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11941,14/11/14 11:04,14/11/14 11:04,female,A00002/B00002/C00007/D00643/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22361,8/12/2014 10:43,8/12/2014 10:43,male,A00002/B00005/C00067/D22053/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10527,5/12/2014 13:58,5/12/2014 14:06,female,A00002/B00007/C00027/D18084/,A00002/B00007/C00016/D18315/,A00002/B00007/C00016/D18288/,A00002/B00007/C00027/D18316/,A00002/B00007/C00027/D18317/,A00002/B00003/C00005/D18319/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23333,17/12/14 17:50,17/12/14 17:50,female,A00002/B00002/C00007/D30859/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20600,2/12/2014 9:46,2/12/2014 9:46,female,A00001/B00004/C00132/D12769/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19220,27/11/14 13:16,27/11/14 13:16,female,A00003/B00022/C00048/D14206/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11628,25/11/14 10:21,25/11/14 10:21,female,A00001/B00009/C00032/D11289/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17872,2/12/2014 1:36,2/12/2014 1:36,female,A00001/B00009/C00032/D17454/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24028,16/12/14 13:28,16/12/14 13:28,male,A00001/B00004/C00066/D29161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21329,6/12/2014 0:13,6/12/2014 0:18,female,A00003/B00012/C00074/D08485/,A00002/B00001/C00059/D19277/,A00002/B00001/C00010/D19278/,A00002/B00001/C00010/D19279/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10256,15/11/14 18:59,15/11/14 18:59,female,A00002/B00002/C00007/D03133/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23634,14/12/14 10:22,14/12/14 10:27,male,A00001/B00009/C00032/D26919/,A00001/B00009/C00028/D26922/,A00001/B00009/C00028/D15606/,A00001/B00015/C00021/D25058/,A00001/B00015/C00021/D26925/,A00001/B00015/C00021/D26927/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22357,19/12/14 10:55,19/12/14 10:55,female,A00001/B00015/C00042/D32717/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18569,5/12/2014 21:12,5/12/2014 21:16,female,A00003/B00004/C00089/D18752/,A00002/B00006/C00030/D18558/,A00003/B00004/C00089/D18619/,A00002/B00004/C00210/D15878/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21389,6/12/2014 10:36,6/12/2014 10:39,female,A00002/B00003/C00079/D19326/,A00002/B00003/C00079/D19331/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20735,5/12/2014 15:20,5/12/2014 15:20,male,A00001/B00027/C00082/D18347/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13559,12/12/2014 21:21,12/12/2014 21:21,female,A00002/B00002/C00009/D25398/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18199,25/11/14 14:14,25/11/14 14:14,male,A00001/B00001/C00001/D11414/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17074,22/12/14 7:59,22/12/14 7:59,female,A00002/B00002/C00002/D35098/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24543,18/12/14 15:41,18/12/14 15:43,female,A00002/B00001/C00010/D18621/,A00002/B00001/C00010/D31890/,A00002/B00001/C00053/D15245/,A00002/B00001/C00010/D31891/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17603,12/12/2014 15:14,12/12/2014 15:14,female,A00002/B00007/C00021/D24990/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22896,9/12/2014 14:52,9/12/2014 16:32,female,A00002/B00002/C00003/D01201/,A00002/B00002/C00003/D23970/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12272,21/11/14 14:57,21/11/14 14:57,female,A00002/B00002/C00007/D08607/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18636,27/11/14 8:49,27/11/14 8:51,female,A00002/B00002/C00002/D13063/,A00002/B00002/C00009/D13078/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23366,12/12/2014 23:15,12/12/2014 23:15,male,A00001/B00037/C00113/D19173/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21782,16/12/14 13:34,16/12/14 13:40,female,A00003/B00012/C00051/D29306/,A00003/B00012/C00051/D29307/,A00003/B00012/C00028/D22885/,A00003/B00012/C00131/D29308/,A00003/B00012/C00051/D29311/,A00003/B00012/C00036/D12827/,A00003/B00012/C00051/D29313/,A00003/B00012/C00048/D13242/,A00003/B00012/C00048/D02432/,A00003/B00012/C00048/D29319/,,,,,,,,,,,,,,,,,,,,,,,,,,
u22627,20/12/14 9:46,20/12/14 9:46,female,A00003/B00021/C00055/D00311/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21572,6/12/2014 8:48,6/12/2014 8:48,male,A00001/B00004/C00093/D12598/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15941,22/11/14 21:48,22/11/14 21:48,male,A00002/B00002/C00002/D10188/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14292,15/11/14 20:41,15/11/14 20:43,male,A00001/B00009/C00028/D03280/,A00001/B00009/C00038/D03281/,A00001/B00009/C00028/D03272/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19530,16/12/14 10:48,16/12/14 10:49,female,A00003/B00012/C00028/D29064/,A00003/B00012/C00028/D12886/,A00003/B00012/C00028/D12888/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10179,25/11/14 20:06,25/11/14 20:06,male,A00001/B00001/C00020/D11959/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15517,22/12/14 20:55,22/12/14 20:55,male,A00002/B00001/C00049/D35907/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18816,26/11/14 14:54,26/11/14 14:54,female,A00002/B00007/C00017/D12823/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23602,15/12/14 17:58,15/12/14 17:58,male,A00011/B00050/C00157/D28431/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22740,9/12/2014 10:34,9/12/2014 10:36,female,A00002/B00003/C00014/D23314/,A00002/B00003/C00012/D23348/,A00002/B00003/C00005/D23350/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10876,25/11/14 16:01,25/11/14 16:02,female,A00002/B00002/C00004/D07251/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19335,27/11/14 18:30,27/11/14 18:33,female,A00002/B00002/C00003/D14592/,A00002/B00002/C00003/D04586/,A00002/B00002/C00003/D09597/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22514,21/12/14 9:48,21/12/14 9:48,female,A00002/B00002/C00022/D34544/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23520,19/12/14 13:06,19/12/14 13:09,female,A00001/B00009/C00028/D32926/,A00001/B00009/C00028/D32929/,A00001/B00009/C00028/D32957/,A00001/B00009/C00028/D32958/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12010,1/12/2014 16:23,1/12/2014 16:23,female,A00002/B00002/C00009/D16980/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16068,21/12/14 10:26,21/12/14 10:31,female,A00002/B00007/C00017/D14539/,A00002/B00007/C00023/D28136/,A00002/B00002/C00002/D31054/,A00002/B00007/C00023/D28158/,A00002/B00002/C00002/D21228/,A00002/B00002/C00012/D17745/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23202,17/12/14 14:51,17/12/14 14:51,female,A00002/B00002/C00007/D30614/,A00002/B00002/C00007/D30616/,A00002/B00002/C00007/D27985/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17243,22/11/14 13:37,22/11/14 13:40,male,A00001/B00031/C00044/D09604/,A00001/B00031/C00044/D09606/,A00001/B00031/C00044/D01860/,A00001/B00031/C00044/D09608/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15737,12/12/2014 11:02,12/12/2014 11:04,female,A00002/B00005/C00013/D02174/,A00003/B00020/C00069/D24650/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24224,17/12/14 8:58,17/12/14 9:04,male,A00002/B00011/C00126/D30177/,A00002/B00011/C00126/D30182/,A00002/B00011/C00126/D30187/,A00002/B00011/C00126/D18440/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13473,18/11/14 12:00,18/11/14 12:01,female,A00002/B00003/C00014/D00726/,A00002/B00003/C00014/D01654/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17828,25/11/14 10:29,25/11/14 10:29,male,A00001/B00001/C00029/D11295/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20557,22/12/14 11:06,22/12/14 11:07,female,A00002/B00002/C00003/D35325/,A00002/B00002/C00003/D35326/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13017,17/11/14 20:42,17/11/14 20:42,male,A00001/B00031/C00044/D01652/,A00001/B00031/C00044/D01867/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15284,17/11/14 12:22,17/11/14 12:25,male,A00005/B00070/C00249/D05453/,A00005/B00070/C00249/D05455/,A00005/B00070/C00249/D05458/,A00005/B00070/C00249/D05459/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12780,1/12/2014 14:06,1/12/2014 14:06,male,A00001/B00001/C00182/D09516/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22532,9/12/2014 11:01,9/12/2014 11:04,female,A00002/B00002/C00003/D23405/,A00002/B00002/C00003/D23412/,A00002/B00002/C00003/D23413/,A00002/B00002/C00003/D23414/,A00002/B00002/C00003/D23415/,A00002/B00002/C00003/D23416/,A00002/B00002/C00003/D23417/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19738,29/11/14 13:38,29/11/14 13:38,female,A00002/B00006/C00015/D15563/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24503,18/12/14 14:03,18/12/14 14:03,female,A00002/B00007/C00017/D03013/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23037,15/12/14 16:16,15/12/14 16:16,female,A00002/B00002/C00002/D01175/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23523,19/12/14 14:00,19/12/14 14:00,female,A00002/B00001/C00049/D33018/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13155,26/11/14 0:08,26/11/14 0:08,female,A00002/B00011/C00180/D12195/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13010,14/11/14 20:56,14/11/14 20:57,male,A00001/B00031/C00044/D01760/,A00001/B00031/C00044/D01761/,A00001/B00031/C00044/D01763/,A00001/B00031/C00044/D01764/,A00001/B00031/C00044/D01765/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11622,14/11/14 15:26,14/11/14 15:26,female,A00002/B00002/C00003/D01204/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16283,9/12/2014 10:54,9/12/2014 10:54,female,A00002/B00002/C00011/D17645/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22376,8/12/2014 15:59,8/12/2014 15:59,female,A00003/B00004/C00093/D22559/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14269,19/11/14 19:46,19/11/14 19:46,female,A00002/B00002/C00007/D00973/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18371,26/11/14 14:57,26/11/14 15:01,male,A00001/B00004/C00132/D12830/,A00001/B00004/C00132/D11406/,A00001/B00004/C00132/D12835/,A00001/B00004/C00132/D12839/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17739,26/11/14 13:46,26/11/14 13:47,female,A00002/B00002/C00002/D02848/,A00002/B00002/C00003/D01017/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21215,5/12/2014 22:47,5/12/2014 22:47,female,A00002/B00017/C00045/D19102/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18993,26/11/14 20:50,26/11/14 20:50,male,A00002/B00017/C00139/D13410/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21822,7/12/2014 18:30,7/12/2014 18:30,female,A00002/B00002/C00009/D21252/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21885,6/12/2014 19:02,6/12/2014 19:06,female,A00002/B00002/C00009/D01887/,A00002/B00002/C00012/D20245/,A00002/B00002/C00004/D20248/,A00002/B00002/C00004/D13590/,A00002/B00002/C00003/D20252/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18797,15/12/14 8:08,15/12/14 8:17,female,A00002/B00002/C00007/D25582/,A00002/B00002/C00007/D00999/,A00002/B00002/C00007/D19471/,A00002/B00002/C00007/D14048/,A00002/B00002/C00007/D27658/,A00002/B00002/C00007/D27659/,A00002/B00002/C00007/D05470/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11283,17/11/14 14:19,17/11/14 14:19,male,A00002/B00002/C00007/D05626/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19854,20/12/14 21:33,20/12/14 21:33,female,A00002/B00017/C00161/D34382/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11077,14/11/14 9:06,14/11/14 9:06,female,A00002/B00016/C00070/D00322/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24692,19/12/14 14:57,19/12/14 14:57,female,A00002/B00002/C00003/D33100/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24873,21/12/14 17:19,21/12/14 17:20,female,A00002/B00017/C00161/D34812/,A00002/B00017/C00161/D34112/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10535,6/12/2014 20:16,6/12/2014 20:18,female,A00002/B00017/C00152/D20363/,A00002/B00007/C00016/D18315/,A00002/B00007/C00016/D13445/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18403,13/12/14 9:23,13/12/14 9:25,female,A00001/B00009/C00032/D01225/,A00002/B00001/C00019/D24724/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18166,25/11/14 10:49,25/11/14 10:49,female,A00002/B00001/C00053/D11337/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19902,29/11/14 22:52,29/11/14 23:01,female,A00002/B00003/C00014/D16061/,A00002/B00002/C00002/D16068/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15573,12/12/2014 21:17,12/12/2014 21:17,female,A00002/B00002/C00007/D20301/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10549,9/12/2014 20:42,9/12/2014 20:43,female,A00002/B00016/C00127/D24206/,A00002/B00016/C00091/D24207/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11737,25/11/14 11:15,25/11/14 11:18,female,A00002/B00002/C00003/D11278/,A00002/B00001/C00059/D10388/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18850,27/11/14 14:04,27/11/14 14:05,female,A00002/B00005/C00013/D14301/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17981,26/11/14 10:52,26/11/14 10:52,male,A00001/B00015/C00103/D12337/,A00001/B00015/C00017/D11191/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
